,ID,Tweet,Classification,Target,Direction,Focus Words,Case Template
4868,4869,cloud stay stealing peoples phrases first she takes jens by saying friend then she takes mine by saying my nigg get your own my nig dam,non-hateful,,,,
4869,4870,clown ass nigguh,non-hateful,,,,
4870,4871,cmon need a yellow for wilson,non-hateful,,,,
4871,4872,cnt trust or wont spare a bitch ogd ,non-hateful,,,,
4872,4873,cock slappin bitches since ,non-hateful,,,,
4873,4874,cocky bitches with front teeth that stick out from suckin they thumb lt,non-hateful,,,,
4874,4875,cocoa puffs time bitch,non-hateful,,,,
4875,4876,code of slience pussy hm nigga free my nigga ceddy d ridah quan dollah dre n my nigga franc lukis n my nigga j mo,non-hateful,,,,
4876,4877,coke and white bitches,non-hateful,,,,
4877,4878,comcast stop being twat and actually work thanks,non-hateful,,,,
4878,4879,come for the brothas and other moc about culture differences like bitch plz,non-hateful,,,,
4879,4880,come get this catfish pussy,non-hateful,,,,
4880,4881,come on tank break dem hoes backs,non-hateful,,,,
4881,4882,come out her pussy and go in her ass come out her ass and go in her mouth,non-hateful,,,,
4882,4883,come thru keyshia you queen of thots bitch,non-hateful,,,,
4883,4884,comin from a fat bitch,non-hateful,,,,
4884,4885,commentators bitch at bird for sliding but  port guys do it to buddy and its buddys fault,non-hateful,,,,
4885,4886,completely off topic idgaf about that pretty hoe tho,non-hateful,,,,
4886,4887,confident in one way pussy in another so strange,non-hateful,,,,
4887,4888,confusing circumstances seem to get in the way of your high ho more for virgo ,non-hateful,,,,
4888,4889,control yo hoes,non-hateful,,,,
4889,4890,controlled the aux cord the whole two and a half hour drive home and didnt repeat a single song bet your boyfriend couldnt do that bitch,non-hateful,,,,
4890,4891,coors light is trash yuck i dont even like beer,non-hateful,,,,
4891,4892,corey is trash,non-hateful,,,,
4892,4893,correctiongtgtgtgtwhen the sky is yellow death is upon us no im scared,non-hateful,,,,
4893,4894,counting money while my bitches sleep,non-hateful,,,,
4894,4895,country bumpkin word of the day  yokel ,non-hateful,,,,
4895,4896,country music and rap music both talk about the same basic shit repetitively carstrucks bitcheswomen beerdrugs guns lol,non-hateful,,,,
4896,4897,crack cocaine can steal your bitch from you,non-hateful,,,,
4897,4898,crangrape gt good pussy,non-hateful,,,,
4898,4899,crank up a little hank sit on the hood and drink im about to get my redneck on,non-hateful,,,,
4899,4900,creeping death still stuck in my head bitch,non-hateful,,,,
4900,4901,creeping with my side bitch hope i dont get caught cheating,non-hateful,,,,
4901,4902,crop top and some high waisted shorts way to not look like an underage cunt lmfao,non-hateful,,,,
4902,4903,cruisin round the street in my  jockin the bitches slappin the hoes,non-hateful,,,,
4903,4904,cruising in my go kart at walmart selling cupcakes go ahead admit faggot this shit is tighter than butt rape,non-hateful,,,,
4904,4905,crystal got all the hoes,non-hateful,,,,
4905,4906,cuffing is a no no my ring finger stay solo why be in a relationship if you not letting your hoes go,non-hateful,,,,
4906,4907,cunts cunts everywhere,non-hateful,,,,
4907,4908,curly girls is where its at and you bitches need to get with it,non-hateful,,,,
4908,4909,current emotionbroke ass bitch,non-hateful,,,,
4909,4910,currently being hit with the jig word,non-hateful,,,,
4910,4911,currently listening to the imperial march traditionally only played when preparing to slash bitches,non-hateful,,,,
4911,4912,cus you gt d hoes,non-hateful,,,,
4912,4913,customers be tryna act like you dont understand what theyre saying no bitch you dont understand what im saying,non-hateful,,,,
4913,4914,cut that bitch off ,non-hateful,,,,
4914,4915,cut them niggas off they aint yo friends  cut them bitches off they just pretend,non-hateful,,,,
4915,4916,cute dumb females trash,non-hateful,,,,
4916,4917,cuz if its trash im bashing it at saying he need to go back to jail,non-hateful,,,,
4917,4918,cuz pussys only pussy man i get it when i need it,non-hateful,,,,
4918,4919,cuz u a hoe,non-hateful,,,,
4919,4920,dcc bitches knocked out on the grass,non-hateful,,,,
4920,4921,derek jeter clap clap clapclapclap ,non-hateful,,,,
4921,4922,dmv nigguh dress funny as hell,non-hateful,,,,
4922,4923,drugsgt is why are losing just ask and the hedge bet fundgt ,non-hateful,,,,
4923,4924,da fuq ho,non-hateful,,,,
4924,4925,da house next door to me been sold to honkies,non-hateful,,,,
4925,4926,dad bought me a brownie shake ,non-hateful,,,,
4926,4927,dad called me a border hopper,non-hateful,,,,
4927,4928,daddy cracker and a few bad bitches,non-hateful,,,,
4928,4929,dafuq is floppy bird ,non-hateful,,,,
4929,4930,damn charlie wilson is still around,non-hateful,,,,
4930,4931,damn i hate a bitch that like to argue and shit,non-hateful,,,,
4931,4932,damn i hate a bitch who like to argue and shit,non-hateful,,,,
4932,4933,damn im in da mood to eat sum pussy who got it fresh on a platter for me teamfluffnevabluff,non-hateful,,,,
4933,4934,damn joe buck just making it sound like greinke was trash when he played for the royals chill out joe,non-hateful,,,,
4934,4935,damn kaepernick is trash man,non-hateful,,,,
4935,4936,damn karlie redd now all these hoes done seen your man junk,non-hateful,,,,
4936,4937,damn bird nearly gave me a heart attack and all she said was oh bitch oh,non-hateful,,,,
4937,4938,damn bitch gotta bootay,non-hateful,,,,
4938,4939,damn bitch thnx ,non-hateful,,,,
4939,4940,damn bitch you nosey please dont touch my phone please,non-hateful,,,,
4940,4941,damn bro im hungry then a hoe rt and aint got shit to eat at the crib fuckkkk,non-hateful,,,,
4941,4942,damn internal alarm clock woke up at  feeling chunky from my  cheerios splurge guilt led me to the treadmill ,non-hateful,,,,
4942,4943,damn rednecks outside shooting guns keep waking my kids up no sleep for us tonight thanks work at  is going to be so great,non-hateful,,,,
4943,4944,damn some oreos would be so fucking clutch right now,non-hateful,,,,
4944,4945,damn that bitch dumb,non-hateful,,,,
4945,4946,damn they act like bron tore his acl toughen up bitch lol,non-hateful,,,,
4946,4947,damn this bitch nasty lol,non-hateful,,,,
4947,4948,damn those shiner rock those bud light platinum and that ciroc,non-hateful,,,,
4948,4949,damn birds stay shitting on my car,non-hateful,,,,
4949,4950,damnpayback is a bitch,non-hateful,,,,
4950,4951,daniel theres no cow tipping and hoe downs in jackson this city living lol,non-hateful,,,,
4951,4952,danny brown better put out more music before he ods that dude is out his fuckin bird,non-hateful,,,,
4952,4953,danny chris and i should not be allowed out in public together ,non-hateful,,,,
4953,4954,dark skinned girls with blonde hair need to stop it the only bitch that can rock that is dijonay from the proud family,non-hateful,,,,
4954,4955,dat bitch gotta lay on her back to pee ,non-hateful,,,,
4955,4956,dat bitch had noo cheeks,non-hateful,,,,
4956,4957,dat bitch mouth made da honor roll,non-hateful,,,,
4957,4958,dat bitch wild as shit lls,non-hateful,,,,
4958,4959,dat da bad thing bout being colored day bring me in to fight but dont vite me to da victory partay,non-hateful,,,,
4959,4960,dat nicca had jordan cleats,non-hateful,,,,
4960,4961,date a thug because you know they wont pussy out when it comes to defending you ,non-hateful,,,,
4961,4962,dating you would be like darnell dating that fatal attraction bitch brandy lol,non-hateful,,,,
4962,4963,dats y i dont argue wit dese bitches lol,non-hateful,,,,
4963,4964,dave chappelle turned into a beast he wishes someone would tell him im rick james bitch so he can whoop that ass ,non-hateful,,,,
4964,4965,david is bitch made ,non-hateful,,,,
4965,4966,dawg ass hoes,non-hateful,,,,
4966,4967,dawg what the fuck happened to so and so where did they go too worried bout bitches and fashion they go missing in action,non-hateful,,,,
4967,4968,dayum u gyp u gone have mfs thinking im wiping my face wpissy diapers n shyt grrrrrr,non-hateful,,,,
4968,4969,de niros wife in casino is the second biggest cunt of all time first is still georges mother in blow,non-hateful,,,,
4969,4970,deandre jordan banged dat bitch,non-hateful,,,,
4970,4971,dear god forgive us for a moral slope of values shacking is just a pretty word for perpetual fornication lets ,non-hateful,,,,
4971,4972,dear von miller karmas a bitch,non-hateful,,,,
4972,4973,dear grumpy bitch at gibsons no one wants to hear about your personal life,non-hateful,,,,
4973,4974,dear inconsiderate ghetto fuck on the train across from me ya know your phone has options other than speaker phone right,non-hateful,,,,
4974,4975,decent trade for the a proven veteran for some prospects,non-hateful,,,,
4975,4976,dedication  hoe,non-hateful,,,,
4976,4977,dee gordon getting to he can fuck my bitch status with all these sbs,non-hateful,,,,
4977,4978,deez fat hoes kill me i aint seen this much crack since they locked meech uplmfao,non-hateful,,,,
4978,4979,deez hoes be actin up,non-hateful,,,,
4979,4980,defiantly going to see that new planet of the apes tonight,non-hateful,,,,
4980,4981,deions a bitch,non-hateful,,,,
4981,4982,dekalb police are some hoes,non-hateful,,,,
4982,4983,delusional thinks he can stop marriage in  ,non-hateful,,,,
4983,4984,dem niccas run plays too quick,non-hateful,,,,
4984,4985,denzie boutta be takin erry body bitch now,non-hateful,,,,
4985,4986,des hoes silly gooses,non-hateful,,,,
4986,4987,des popcorn hoes be in da way all the time mannn ,non-hateful,,,,
4987,4988,dese niggaz on dat guala shit ,non-hateful,,,,
4988,4989,designer belt with a trash fit is still trash,non-hateful,,,,
4989,4990,despite the zebra red rocket special portland beats those jersey shore floppers,non-hateful,,,,
4990,4991,destinys child song say my name is the insecure bitches anthem,non-hateful,,,,
4991,4992,detroit lions bitch,non-hateful,,,,
4992,4993,detroit nicca but im good in the a,non-hateful,,,,
4993,4994,dey gave da wrong nicca money,non-hateful,,,,
4994,4995,dey put us on lockdown cus dey searchin bitches cars fa dat dope,non-hateful,,,,
4995,4996,dey wants to rename our main street mlk blvd i told dem dat will even scare da colored folks away,non-hateful,,,,
4996,4997,dez is caked up with some bitch or something cause hes not playing like dez bryant,non-hateful,,,,
4997,4998,dick game make a faithful bitch start cheat in,non-hateful,,,,
4998,4999,dick so little ugly hoes tryna find me,non-hateful,,,,
4999,5000,did miguel just hulkamania leg drop a bitch from the top rope,non-hateful,,,,
5000,5001,did everyone elses parents use to refer to the power puff girls as powder puff girls or were mine just exceptionally retarded,non-hateful,,,,
5001,5002,did he say the tastiest cuts or cunts,non-hateful,,,,
5002,5003,did he say wayne chung bitch ,non-hateful,,,,
5003,5004,did the italian bird just call janet a calzone ,non-hateful,,,,
5004,5005,did we just become best friends with these hoes on the boat well probably so but we dont love em tho,non-hateful,,,,
5005,5006,did you all hear this redneck someone should show him how niggas play,non-hateful,,,,
5006,5007,did you punk bitches take my salmon cream cheese,non-hateful,,,,
5007,5008,didnt get to hit the slopes today but snowboarding lessons first thing in the morning ,non-hateful,,,,
5008,5009,didnt know alberta had brampton bitches ,non-hateful,,,,
5009,5010,diets arent for alcoholicsa bitch be tipsy quick from eating veggies and shit,non-hateful,,,,
5010,5011,dirty hoe,non-hateful,,,,
5011,5012,dirty pop on the counter bitch dirty in it,non-hateful,,,,
5012,5013,dis be one sexy bitch ,non-hateful,,,,
5013,5014,dis bitch blowin me man fuck u,non-hateful,,,,
5014,5015,dis bitch by my side and ill never be broken ,non-hateful,,,,
5015,5016,dis nicca lame,non-hateful,,,,
5016,5017,dnt play with yo girl heart thats why her pussy there for ,non-hateful,,,,
5017,5018,do birds have dongs how do they mate help me im an adult who doesnt know how animal sex works,non-hateful,,,,
5018,5019,do these glasses make my cunt look fat ,non-hateful,,,,
5019,5020,do you ever look zayn and be like he cunt be reel ,non-hateful,,,,
5020,5021,do you expect me to be cute with you oh hell no im not a bitch cuteness gets you planted in a relationship a relationship youll hate,non-hateful,,,,
5021,5022,do your dick hang low do it wobble to and fro can you tie it in a knot can you stick it in a hoe,non-hateful,,,,
5022,5023,does sza have freckles on her pussy too,non-hateful,,,,
5023,5024,does it bother anyone else that the planet of the apes timeline makes no sense,non-hateful,,,,
5024,5025,doing her thang for you shoutout that real bitch,non-hateful,,,,
5025,5026,dom calls me bitch boy,non-hateful,,,,
5026,5027,dominoes moonlit lake velvet underground honey whiskey  white trash heaven i accept your ridiculebut just tonight,non-hateful,,,,
5027,5028,dont k me you bitch,non-hateful,,,,
5028,5029,dont hillarys verbal responses and aggressive interactions suggest either brain damage or a need for meds or maybe shes just a bitch,non-hateful,,,,
5029,5030,dont be a broke hoe hating on a paid hoe,non-hateful,,,,
5030,5031,dont be a fool wrap your tool unless you wanna be a ratchet white bitch at the clinic with  baby daddies shes apparently exempt,non-hateful,,,,
